,icd9_code,icd10_code,rank,reason
3208,7454,Q210,1,directly corresponds to 'Ventricular septal defect'
3209,7454,I2783,2,related condition (Eisenmenger's syndrome) but not a direct match
3210,7458,Q218,1,"This code specifically addresses congenital malformations of cardiac septa, which directly relates to anomalies of cardiac septal closure."
3211,7458,Q208,2,"This code covers other congenital malformations of cardiac chambers and connections, which is broader and less specific than Q218."
3212,74687,Q248,1,Other specified congenital malformations of heart is the most inclusive and relevant match for malposition of heart and cardiac apex.
3213,74687,Q240,2,Dextrocardia is a specific type of heart malposition but does not encompass all forms of malposition.
3214,74687,Q241,3,"Levocardia is a specific condition that represents a normal position of the heart, which is not relevant to malposition."
3215,74689,Q248,1,"This code directly corresponds to 'Other specified congenital malformations of heart', making it the most semantically appropriate match."
3216,74689,Q238,2,"This code specifies malformations of aortic and mitral valves, which is a more specific subset of congenital anomalies of the heart but does not cover all specified anomalies."
3217,7469,Q249,1,More general category that encompasses unspecified congenital anomalies of the heart.
3218,7469,Q209,2,"Specific to malformations of cardiac chambers and connections, which is a subset of heart anomalies."
3219,74721,Q2545,1,"Double aortic arch is a specific anomaly of the aortic arch, directly related to the description."
3220,74721,Q2546,2,"Tortuous aortic arch is a specific type of aortic arch anomaly, relevant to the broader category."
3221,74721,Q2547,3,"Right aortic arch is another specific type of anomaly of the aortic arch, making it relevant."
3222,74722,Q2529,1,"This code refers to other forms of aortic atresia, which is directly related to the ICD-9 description of atresia of the aorta."
3223,74722,Q253,2,"This code refers to supravalvular aortic stenosis, which is a specific type of stenosis but does not directly correspond to atresia."
3224,74729,Q2549,1,"Other congenital malformations of aorta is a broad category that encompasses various anomalies, aligning well with the general description of 'other anomalies of aorta'."
3225,74729,Q2541,2,"Absence and aplasia of aorta is a specific anomaly of the aorta, which is relevant but more specific than 'other anomalies'."
3226,74729,Q2542,3,"Hypoplasia of aorta refers to underdevelopment of the aorta, which is a specific condition but still falls under anomalies."
3227,74729,Q2543,4,"Congenital aneurysm of aorta is a specific type of anomaly, but it is more particular than the general category of 'other anomalies'."
3228,74729,Q2544,5,"Congenital dilation of aorta is another specific type of anomaly, but again more specific than the general description."
3229,74729,Q2548,6,"Anomalous origin of subclavian artery is related to a vascular anomaly but does not specifically pertain to the aorta, making it less relevant."
3230,74731,Q255,1,"Direct match to atresia of the pulmonary artery, a specific condition described in the ICD-9 code."
3231,74731,Q2571,2,"Related condition of coarctation of the pulmonary artery, closely associated with the ICD-9 description but less specific than atresia."
3232,74739,Q2579,1,"This code specifically addresses 'other congenital malformations of pulmonary artery', which aligns closely with the general category of 'other anomalies' described in the ICD-9 code."
3233,74739,Q256,2,"While stenosis of the pulmonary artery is a specific condition related to the pulmonary artery, it does not encompass the broader category of 'other anomalies' as described in the ICD-9 code."
3234,74749,Q268,1,"This code captures other congenital malformations of great veins, aligning closely with the broader category of 'other anomalies of great veins'."
3235,74749,Q261,2,"Persistent left superior vena cava is a specific type of anomaly of the great veins, making it a relevant but narrower match."
3236,74749,Q260,3,"Congenital stenosis of vena cava is a specific condition affecting the great veins but is less broadly aligned with 'other anomalies', thus ranked lower."
3237,74781,Q282,1,Directly refers to a specific type of anomaly (arteriovenous malformation) within the cerebrovascular system.
3238,74781,Q283,2,"Refers to other malformations of cerebral vessels, which is a broader category but still relates to anomalies of the cerebrovascular system."
3239,7481,Q308,1,"Other congenital malformations of nose is a broader category that encompasses various anomalies, including those described in ICD-9 code 7481."
3240,7481,Q301,2,Agenesis and underdevelopment of nose is a specific type of anomaly that can be related but is more specific than the general category of 'other anomalies'.
3241,7481,Q302,3,"Fissured, notched and cleft nose describes a specific type of nose anomaly that is less general than the term 'other anomalies'."
3242,7483,Q318,1,"This code covers other congenital malformations of the larynx, which aligns closely with the general category of 'other anomalies of larynx, trachea, and bronchus'."
3243,7483,Q321,2,"This code specifically addresses congenital malformations of the trachea, fitting the broader category of anomalies of the trachea and bronchus."
3244,7483,Q324,3,"This code covers congenital malformations of the bronchus, which is also relevant to the broader category of anomalies."
3245,7483,Q311,4,"This code is specific to congenital subglottic stenosis, which is a specific condition related to the larynx, but it is narrower than the broader category in the ICD-9 code."
3246,7483,Q313,5,Laryngocele is a specific condition affecting the larynx but does not encompass the broader category of anomalies described in the ICD-9 code.
3247,7485,Q336,1,"Directly corresponds to 'hypoplasia and dysplasia of lung', maintaining specificity."
3248,7485,Q333,2,"Specifically addresses 'agenesis of lung', which is part of the broader category in the ICD-9 description."
3249,7485,Q332,3,Sequestration of lung is a different condition and does not match the description.
3250,74869,Q338,1,"This code captures other congenital malformations of the lung, which is a broader category that encompasses various anomalies, aligning closely with 'Other congenital anomalies of lung'."
3251,74869,Q331,2,"Accessory lobe of lung is a specific type of congenital anomaly, though it does not represent the broader category of 'other' anomalies."
3252,74869,Q335,3,"Ectopic tissue in lung is a specific condition that may not be included under the 'other congenital anomalies' umbrella, making it a less relevant match."
3253,7488,Q348,1,"This code directly corresponds to 'Other specified congenital malformations of respiratory system,' matching the description of the ICD-9 code closely."
3254,7488,Q340,2,Anomaly of pleura is related to respiratory system anomalies but is more specific and does not encompass other types of respiratory system anomalies.
3255,7488,Q341,3,Congenital cyst of mediastinum is a specific type of anomaly but does not cover the broader category of 'other specified anomalies' indicated in the ICD-9 code.
3256,74902,Q359,1,"Q359 describes a cleft palate but does not specify laterality or completeness, making it a broader match to 'cleft palate, unilateral, incomplete'."
3257,74902,Q357,2,"Q357 specifies 'cleft uvula', which is not directly related to 'cleft palate' and thus is a less relevant match."
3258,7503,Q391,1,Atresia of esophagus with tracheo-esophageal fistula is the most closely related as it includes both atresia and the presence of a fistula.
3259,7503,Q390,2,Atresia of esophagus without fistula is relevant but lacks the fistula component present in the ICD-9 code.
3260,7503,Q393,3,Congenital stenosis and stricture of esophagus is related to the esophagus but does not address atresia or fistula.
